n,t,x,y,vx,vy,rx,ry
337,0.1,128.316,-43.2012,3.7028,,-1.36636,-0.000344838,0.000116099
338,0.1,128.686,-43.3378,3.70277,,-1.36635,-0.000342828,0.000115454
339,0.1,129.057,-43.4745,3.70273,,-1.36633,-0.000340835,0.000114815
340,0.1,129.427,-43.6111,3.7027,,-1.36632,-0.000338859,0.00011418
341,0.1,129.797,-43.7477,3.70267,,-1.36631,-0.0003369,0.000113551
342,0.1,130.167,-43.8844,3.70263,,-1.3663,-0.000334959,0.000112927
343,0.1,130.538,-44.021,3.7026,,-1.36629,-0.000333034,0.000112309
344,0.1,130.908,-44.1576,3.70257,,-1.36628,-0.000331126,0.000111695
345,0.1,131.278,-44.2942,3.70253,,-1.36627,-0.000329234,0.000111086
346,0.1,131.648,-44.4309,3.7025,,-1.36625,-0.000327358,0.000110482
347,0.1,132.019,-44.5675,3.70247,,-1.36624,-0.000325498,0.000109883
348,0.1,132.389,-44.7041,3.70243,,-1.36623,-0.000323655,0.000109289
349,0.1,132.759,-44.8407,3.7024,,-1.36622,-0.000321826,0.0001087
350,0.1,133.129,-44.9774,3.70237,,-1.36621,-0.000320013,0.000108116
351,0.1,133.5,-45.114,3.70234,,-1.3662,-0.000318216,0.000107536
352,0.1,133.87,-45.2506,3.70231,,-1.36619,-0.000316433,0.000106961
353,0.1,134.24,-45.3872,3.70227,,-1.36618,-0.000314666,0.00010639
354,0.1,134.61,-45.5238,3.70224,,-1.36617,-0.000312913,0.000105824
355,0.1,134.98,-45.6604,3.70221,,-1.36616,-0.000311175,0.000105263
356,0.1,135.351,-45.7971,3.70218,,-1.36615,-0.000309452,0.000104706
357,0.1,135.721,-45.9337,3.70215,,-1.36614,-0.000307742,0.000104153
358,0.1,136.091,-46.0703,3.70212,,-1.36613,-0.000306047,0.000103605
359,0.1,136.461,-46.2069,3.70209,,-1.36612,-0.000304366,0.000103061
360,0.1,136.832,-46.3435,3.70206,,-1.36611,-0.000302698,0.000102521
361,0.1,137.202,-46.4801,3.70203,,-1.3661,-0.000301045,0.000101985
362,0.1,137.572,-46.6167,3.702,,-1.36608,-0.000299404,0.000101454
363,0.1,137.942,-46.7533,3.70197,,-1.36607,-0.000297777,0.000100927
364,0.1,138.312,-46.8899,3.70194,,-1.36606,-0.000296164,0.000100404
365,0.1,138.683,-47.0265,3.70191,,-1.36605,-0.000294563,9.98849e-05
366,0.1,139.053,-47.1631,3.70188,,-1.36604,-0.000292976,9.93699e-05
367,0.1,139.423,-47.2998,3.70185,,-1.36603,-0.000291401,9.88589e-05
368,0.1,139.793,-47.4364,3.70182,,-1.36602,-0.000289839,9.83518e-05
369,0.1,140.163,-47.573,3.70179,,-1.36601,-0.000288289,9.78485e-05
370,0.1,140.533,-47.7096,3.70176,,-1.36601,-0.000286752,9.73492e-05
371,0.1,140.904,-47.8462,3.70173,,-1.366,-0.000285227,9.68536e-05
372,0.1,141.274,-47.9828,3.7017,,-1.36599,-0.000283714,9.63618e-05
373,0.1,141.644,-48.1194,3.70168,,-1.36598,-0.000282214,9.58738e-05
374,0.1,142.014,-48.2559,3.70165,,-1.36597,-0.000280725,9.53894e-05
375,0.1,142.384,-48.3925,3.70162,,-1.36596,-0.000279248,9.49087e-05
376,0.1,142.754,-48.5291,3.70159,,-1.36595,-0.000277782,9.44316e-05
377,0.1,143.125,-48.6657,3.70156,,-1.36594,-0.000276328,9.39581e-05
378,0.1,143.495,-48.8023,3.70154,,-1.36593,-0.000274886,9.34881e-05
379,0.1,143.865,-48.9389,3.70151,,-1.36592,-0.000273454,9.30217e-05
380,0.1,144.235,-49.0755,3.70148,,-1.36591,-0.000272034,9.25588e-05
381,0.1,144.605,-49.2121,3.70145,,-1.3659,-0.000270625,9.20992e-05
382,0.1,144.975,-49.3487,3.70143,,-1.36589,-0.000269227,9.16431e-05
383,0.1,145.345,-49.4853,3.7014,,-1.36588,-0.00026784,9.11904e-05
384,0.1,145.716,-49.6219,3.70137,,-1.36587,-0.000266463,9.0741e-05
385,0.1,146.086,-49.7584,3.70135,,-1.36586,-0.000265097,9.0295e-05
386,0.1,146.456,-49.895,3.70132,,-1.36586,-0.000263741,8.98522e-05
387,0.1,146.826,-50.0316,3.70129,,-1.36585,-0.000262396,8.94126e-05
388,0.1,147.196,-50.1682,3.70127,,-1.36584,-0.000261061,8.89763e-05
389,0.1,147.566,-50.3048,3.70124,,-1.36583,-0.000259736,8.85431e-05
390,0.1,147.936,-50.4414,3.70122,,-1.36582,-0.000258422,8.81132e-05
391,0.1,148.306,-50.5779,3.70119,,-1.36581,-0.000257117,8.76863e-05
392,0.1,148.677,-50.7145,3.70116,,-1.3658,-0.000255822,8.72625e-05
393,0.1,149.047,-50.8511,3.70114,,-1.36579,-0.000254537,8.68418e-05
394,0.1,149.417,-50.9877,3.70111,,-1.36578,-0.000253261,8.64241e-05
395,0.1,149.787,-51.1243,3.70109,,-1.36578,-0.000251996,8.60094e-05
396,0.1,150.157,-51.2608,3.70106,,-1.36577,-0.000250739,8.55977e-05
397,0.1,150.527,-51.3974,3.70104,,-1.36576,-0.000249492,8.5189e-05
398,0.1,150.897,-51.534,3.70101,,-1.36575,-0.000248254,8.47831e-05
399,0.1,151.267,-51.6706,3.70099,,-1.36574,-0.000247026,8.43802e-05
400,0.1,151.637,-51.8071,3.70096,,-1.36573,-0.000245806,8.39801e-05
401,0.1,152.008,-51.9437,3.70094,,-1.36572,-0.000244596,8.35828e-05
402,0.1,152.378,-52.0803,3.70091,,-1.36572,-0.000243394,8.31884e-05
403,0.1,152.748,-52.2169,3.70089,,-1.36571,-0.000242202,8.27967e-05
404,0.1,153.118,-52.3534,3.70087,,-1.3657,-0.000241018,8.24078e-05
405,0.1,153.488,-52.49,3.70084,,-1.36569,-0.000239843,8.20217e-05
406,0.1,153.858,-52.6266,3.70082,,-1.36568,-0.000238676,8.16382e-05
407,0.1,154.228,-52.7631,3.70079,,-1.36568,-0.000237518,8.12574e-05
408,0.1,154.598,-52.8997,3.70077,,-1.36567,-0.000236368,8.08793e-05
409,0.1,154.968,-53.0363,3.70075,,-1.36566,-0.000235226,8.05038e-05
410,0.1,155.338,-53.1728,3.70072,,-1.36565,-0.000234093,8.01309e-05
411,0.1,155.708,-53.3094,3.7007,,-1.36564,-0.000232968,7.97606e-05
412,0.1,156.078,-53.446,3.70068,,-1.36564,-0.000231851,7.93929e-05
413,0.1,156.448,-53.5825,3.70065,,-1.36563,-0.000230742,7.90277e-05
414,0.1,156.819,-53.7191,3.70063,,-1.36562,-0.000229642,7.8665e-05
415,0.1,157.189,-53.8556,3.70061,,-1.36561,-0.000228548,7.83048e-05
416,0.1,157.559,-53.9922,3.70058,,-1.3656,-0.000227463,7.79471e-05
417,0.1,157.929,-54.1288,3.70056,,-1.3656,-0.000226386,7.75918e-05
418,0.1,158.299,-54.2653,3.70054,,-1.36559,-0.000225316,7.72389e-05
419,0.1,158.669,-54.4019,3.70052,,-1.36558,-0.000224253,7.68884e-05
420,0.1,159.039,-54.5384,3.70049,,-1.36557,-0.000223198,7.65403e-05
421,0.1,159.409,-54.675,3.70047,,-1.36556,-0.000222151,7.61946e-05
422,0.1,159.779,-54.8115,3.70045,,-1.36556,-0.000221111,7.58512e-05
423,0.1,160.149,-54.9481,3.70043,,-1.36555,-0.000220078,7.55101e-05
424,0.1,160.519,-55.0847,3.7004,,-1.36554,-0.000219052,7.51713e-05
425,0.1,160.889,-55.2212,3.70038,,-1.36553,-0.000218034,7.48348e-05
426,0.1,161.259,-55.3578,3.70036,,-1.36553,-0.000217023,7.45006e-05
427,0.1,161.629,-55.4943,3.70034,,-1.36552,-0.000216018,7.41685e-05
428,0.1,161.999,-55.6309,3.70032,,-1.36551,-0.000215021,7.38387e-05
429,0.1,162.369,-55.7674,3.7003,,-1.3655,-0.000214031,7.35111e-05
430,0.1,162.739,-55.904,3.70027,,-1.3655,-0.000213047,7.31856e-05
431,0.1,163.109,-56.0405,3.70025,,-1.36549,-0.00021207,7.28623e-05
432,0.1,163.479,-56.1771,3.70023,,-1.36548,-0.0002111,7.25412e-05
433,0.1,163.849,-56.3136,3.70021,,-1.36548,-0.000210137,7.22222e-05
434,0.1,164.219,-56.4502,3.70019,,-1.36547,-0.00020918,7.19052e-05
435,0.1,164.589,-56.5867,3.70017,,-1.36546,-0.000208229,7.15904e-05
436,0.1,164.959,-56.7232,3.70015,,-1.36545,-0.000207285,7.12776e-05
437,0.1,165.329,-56.8598,3.70013,,-1.36545,-0.000206348,7.09668e-05
438,0.1,165.699,-56.9963,3.70011,,-1.36544,-0.000205417,7.06581e-05
439,0.1,166.069,-57.1329,3.70009,,-1.36543,-0.000204492,7.03514e-05
440,0.1,166.439,-57.2694,3.70007,,-1.36543,-0.000203573,7.00466e-05
441,0.1,166.809,-57.406,3.70005,,-1.36542,-0.000202661,6.97439e-05
442,0.1,167.179,-57.5425,3.70003,,-1.36541,-0.000201754,6.94431e-05
443,0.1,167.549,-57.679,3.70001,,-1.3654,-0.000200854,6.91443e-05
444,0.1,167.919,-57.8156,3.69999,,-1.3654,-0.00019996,6.88473e-05
445,0.1,168.289,-57.9521,3.69997,,-1.36539,-0.000199072,6.85523e-05
446,0.1,168.659,-58.0887,3.69995,,-1.36538,-0.000198189,6.82592e-05
447,0.1,169.029,-58.2252,3.69993,,-1.36538,-0.000197313,6.79679e-05
448,0.1,169.399,-58.3617,3.69991,,-1.36537,-0.000196442,6.76785e-05
449,0.1,169.769,-58.4983,3.69989,,-1.36536,-0.000195577,6.7391e-05
450,0.1,170.139,-58.6348,3.69987,,-1.36536,-0.000194718,6.71053e-05
451,0.1,170.509,-58.7713,3.69985,,-1.36535,-0.000193864,6.68213e-05
452,0.1,170.879,-58.9079,3.69983,,-1.36534,-0.000193016,6.65392e-05
453,0.1,171.249,-59.0444,3.69981,,-1.36534,-0.000192174,6.62589e-05
454,0.1,171.619,-59.1809,3.69979,,-1.36533,-0.000191337,6.59803e-05
455,0.1,171.989,-59.3175,3.69977,,-1.36532,-0.000190505,6.57035e-05
456,0.1,172.359,-59.454,3.69975,,-1.36532,-0.000189679,6.54285e-05
457,0.1,172.729,-59.5905,3.69973,,-1.36531,-0.000188859,6.51551e-05
458,0.1,173.099,-59.7271,3.69971,,-1.3653,-0.000188043,6.48835e-05
459,0.1,173.469,-59.8636,3.69969,,-1.3653,-0.000187233,6.46135e-05
460,0.1,173.839,-60.0001,3.69968,,-1.36529,-0.000186428,6.43453e-05
461,0.1,174.209,-60.1367,3.69966,,-1.36528,-0.000185629,6.40787e-05
462,0.1,174.579,-60.2732,3.69964,,-1.36528,-0.000184834,6.38137e-05
463,0.1,174.949,-60.4097,3.69962,,-1.36527,-0.000184045,6.35504e-05
464,0.1,175.319,-60.5462,3.6996,,-1.36527,-0.00018326,6.32887e-05
465,0.1,175.689,-60.6828,3.69958,,-1.36526,-0.000182481,6.30286e-05
466,0.1,176.059,-60.8193,3.69957,,-1.36525,-0.000181706,6.27702e-05
467,0.1,176.429,-60.9558,3.69955,,-1.36525,-0.000180937,6.25133e-05
468,0.1,176.799,-61.0923,3.69953,,-1.36524,-0.000180172,6.2258e-05
469,0.1,177.169,-61.2289,3.69951,,-1.36523,-0.000179412,6.20042e-05
470,0.1,177.539,-61.3654,3.69949,,-1.36523,-0.000178657,6.1752e-05
471,0.1,177.909,-61.5019,3.69948,,-1.36522,-0.000177907,6.15014e-05
472,0.1,178.279,-61.6384,3.69946,,-1.36522,-0.000177162,6.12522e-05
473,0.1,178.649,-61.775,3.69944,,-1.36521,-0.000176421,6.10046e-05
474,0.1,179.018,-61.9115,3.69942,,-1.3652,-0.000175684,6.07584e-05
475,0.1,179.388,-62.048,3.6994,,-1.3652,-0.000174953,6.05138e-05
476,0.1,179.758,-62.1845,3.69939,,-1.36519,-0.000174226,6.02706e-05
477,0.1,180.128,-62.321,3.69937,,-1.36519,-0.000173503,6.00289e-05
478,0.1,180.498,-62.4575,3.69935,,-1.36518,-0.000172785,5.97886e-05
479,0.1,180.868,-62.5941,3.69933,,-1.36517,-0.000172072,5.95498e-05
480,0.1,181.238,-62.7306,3.69932,,-1.36517,-0.000171362,5.93124e-05
481,0.1,181.608,-62.8671,3.6993,,-1.36516,-0.000170658,5.90764e-05
482,0.1,181.978,-63.0036,3.69928,,-1.36516,-0.000169957,5.88418e-05
483,0.1,182.348,-63.1401,3.69927,,-1.36515,-0.000169261,5.86087e-05
484,0.1,182.718,-63.2766,3.69925,,-1.36514,-0.000168569,5.83769e-05
485,0.1,183.088,-63.4132,3.69923,,-1.36514,-0.000167882,5.81464e-05
486,0.1,183.458,-63.5497,3.69922,,-1.36513,-0.000167198,5.79174e-05
487,0.1,183.828,-63.6862,3.6992,,-1.36513,-0.000166519,5.76897e-05
488,0.1,184.197,-63.8227,3.69918,,-1.36512,-0.000165844,5.74633e-05
489,0.1,184.567,-63.9592,3.69917,,-1.36511,-0.000165173,5.72382e-05
490,0.1,184.937,-64.0957,3.69915,,-1.36511,-0.000164506,5.70145e-05
491,0.1,185.307,-64.2322,3.69913,,-1.3651,-0.000163843,5.67921e-05
492,0.1,185.677,-64.3687,3.69912,,-1.3651,-0.000163184,5.6571e-05
493,0.1,186.047,-64.5052,3.6991,,-1.36509,-0.000162529,5.63511e-05
494,0.1,186.417,-64.6418,3.69908,,-1.36509,-0.000161878,5.61326e-05
495,0.1,186.787,-64.7783,3.69907,,-1.36508,-0.000161231,5.59153e-05
496,0.1,187.157,-64.9148,3.69905,,-1.36508,-0.000160587,5.56993e-05
497,0.1,187.527,-65.0513,3.69904,,-1.36507,-0.000159948,5.54845e-05
498,0.1,187.897,-65.1878,3.69902,,-1.36506,-0.000159312,5.5271e-05
499,0.1,188.266,-65.3243,3.699,,-1.36506,-0.000158681,5.50587e-05
500,0.1,188.636,-65.4608,3.69899,,-1.36505,-0.000158053,5.48476e-05
501,0.1,189.006,-65.5973,3.69897,,-1.36505,-0.000157428,5.46377e-05
502,0.1,189.376,-65.7338,3.69896,,-1.36504,-0.000156808,5.4429e-05
503,0.1,189.746,-65.8703,3.69894,,-1.36504,-0.000156191,5.42215e-05
504,0.1,190.116,-66.0068,3.69892,,-1.36503,-0.000155577,5.40152e-05
505,0.1,190.486,-66.1433,3.69891,,-1.36503,-0.000154968,5.38101e-05
506,0.1,190.856,-66.2798,3.69889,,-1.36502,-0.000154361,5.36062e-05
507,0.1,191.226,-66.4163,3.69888,,-1.36502,-0.000153759,5.34034e-05
508,0.1,191.596,-66.5528,3.69886,,-1.36501,-0.00015316,5.32017e-05
509,0.1,191.965,-66.6893,3.69885,,-1.365,-0.000152564,5.30012e-05
510,0.1,192.335,-66.8258,3.69883,,-1.365,-0.000151972,5.28018e-05
511,0.1,192.705,-66.9623,3.69882,,-1.36499,-0.000151383,5.26036e-05
512,0.1,193.075,-67.0988,3.6988,,-1.36499,-0.000150798,5.24064e-05
513,0.1,193.445,-67.2353,3.69879,,-1.36498,-0.000150216,5.22104e-05
514,0.1,193.815,-67.3718,3.69877,,-1.36498,-0.000149638,5.20155e-05
515,0.1,194.185,-67.5083,3.69876,,-1.36497,-0.000149063,5.18216e-05
516,0.1,194.555,-67.6448,3.69874,,-1.36497,-0.000148491,5.16288e-05
517,0.1,194.924,-67.7813,3.69873,,-1.36496,-0.000147922,5.14371e-05
518,0.1,195.294,-67.9178,3.69871,,-1.36496,-0.000147357,5.12465e-05
519,0.1,195.664,-68.0543,3.6987,,-1.36495,-0.000146795,5.10569e-05
520,0.1,196.034,-68.1908,3.69868,,-1.36495,-0.000146236,5.08684e-05
521,0.1,196.404,-68.3273,3.69867,,-1.36494,-0.00014568,5.06809e-05
522,0.1,196.774,-68.4638,3.69865,,-1.36494,-0.000145128,5.04945e-05
523,0.1,197.144,-68.6003,3.69864,,-1.36493,-0.000144578,5.03091e-05
524,0.1,197.513,-68.7368,3.69862,,-1.36493,-0.000144032,5.01247e-05
525,0.1,197.883,-68.8733,3.69861,,-1.36492,-0.000143489,4.99413e-05
526,0.1,198.253,-69.0097,3.6986,,-1.36492,-0.000142949,4.97589e-05
527,0.1,198.623,-69.1462,3.69858,,-1.36491,-0.000142412,4.95775e-05
528,0.1,198.993,-69.2827,3.69857,,-1.36491,-0.000141878,4.93971e-05
529,0.1,199.363,-69.4192,3.69855,,-1.3649,-0.000141347,4.92177e-05
530,0.1,199.733,-69.5557,3.69854,,-1.3649,-0.000140819,4.90393e-05
531,0.1,200.102,-69.6922,3.69853,,-1.36489,-0.000140294,4.88618e-05
532,0.1,200.472,-69.8287,3.69851,,-1.36489,-0.000139771,4.86853e-05
533,0.1,200.842,-69.9652,3.6985,,-1.36488,-0.000139252,4.85097e-05
534,0.1,201.212,-70.1017,3.69848,,-1.36488,-0.000138736,4.83351e-05
535,0.1,201.582,-70.2381,3.69847,,-1.36487,-0.000138222,4.81615e-05
536,0.1,201.952,-70.3746,3.69846,,-1.36487,-0.000137712,4.79887e-05
537,0.1,202.322,-70.5111,3.69844,,-1.36486,-0.000137204,4.78169e-05
538,0.1,202.691,-70.6476,3.69843,,-1.36486,-0.000136699,4.7646e-05
539,0.1,203.061,-70.7841,3.69841,,-1.36485,-0.000136197,4.74761e-05
540,0.1,203.431,-70.9206,3.6984,,-1.36485,-0.000135697,4.7307e-05
541,0.1,203.801,-71.0571,3.69839,,-1.36484,-0.0001352,4.71388e-05
542,0.1,204.171,-71.1935,3.69837,,-1.36484,-0.000134706,4.69716e-05
543,0.1,204.541,-71.33,3.69836,,-1.36483,-0.000134215,4.68052e-05
544,0.1,204.91,-71.4665,3.69835,,-1.36483,-0.000133726,4.66397e-05
545,0.1,205.28,-71.603,3.69833,,-1.36483,-0.00013324,4.64751e-05
546,0.1,205.65,-71.7395,3.69832,,-1.36482,-0.000132757,4.63113e-05
547,0.1,206.02,-71.876,3.69831,,-1.36482,-0.000132277,4.61485e-05
548,0.1,206.39,-72.0124,3.69829,,-1.36481,-0.000131798,4.59864e-05
549,0.1,206.76,-72.1489,3.69828,,-1.36481,-0.000131323,4.58253e-05
550,0.1,207.129,-72.2854,3.69827,,-1.3648,-0.00013085,4.56649e-05
551,0.1,207.499,-72.4219,3.69825,,-1.3648,-0.00013038,4.55054e-05
552,0.1,207.869,-72.5584,3.69824,,-1.36479,-0.000129912,4.53468e-05
553,0.1,208.239,-72.6948,3.69823,,-1.36479,-0.000129447,4.51889e-05
554,0.1,208.609,-72.8313,3.69822,,-1.36478,-0.000128984,4.50319e-05
555,0.1,208.979,-72.9678,3.6982,,-1.36478,-0.000128523,4.48758e-05
556,0.1,209.348,-73.1043,3.69819,,-1.36478,-0.000128066,4.47204e-05
557,0.1,209.718,-73.2408,3.69818,,-1.36477,-0.00012761,4.45658e-05
558,0.1,210.088,-73.3772,3.69816,,-1.36477,-0.000127157,4.4412e-05
559,0.1,210.458,-73.5137,3.69815,,-1.36476,-0.000126706,4.42591e-05
560,0.1,210.828,-73.6502,3.69814,,-1.36476,-0.000126258,4.41069e-05
561,0.1,211.197,-73.7867,3.69813,,-1.36475,-0.000125812,4.39555e-05
562,0.1,211.567,-73.9231,3.69811,,-1.36475,-0.000125369,4.38048e-05
563,0.1,211.937,-74.0596,3.6981,,-1.36474,-0.000124928,4.3655e-05
564,0.1,212.307,-74.1961,3.69809,,-1.36474,-0.000124489,4.35059e-05
565,0.1,212.677,-74.3326,3.69808,,-1.36474,-0.000124053,4.33576e-05
566,0.1,213.046,-74.469,3.69806,,-1.36473,-0.000123618,4.321e-05
567,0.1,213.416,-74.6055,3.69805,,-1.36473,-0.000123186,4.30632e-05
568,0.1,213.786,-74.742,3.69804,,-1.36472,-0.000122757,4.29171e-05
569,0.1,214.156,-74.8784,3.69803,,-1.36472,-0.000122329,4.27718e-05
570,0.1,214.526,-75.0149,3.69801,,-1.36471,-0.000121904,4.26272e-05
571,0.1,214.895,-75.1514,3.698,,-1.36471,-0.000121481,4.24833e-05
572,0.1,215.265,-75.2879,3.69799,,-1.36471,-0.00012106,4.23402e-05
573,0.1,215.635,-75.4243,3.69798,,-1.3647,-0.000120642,4.21978e-05
574,0.1,216.005,-75.5608,3.69797,,-1.3647,-0.000120225,4.20561e-05
575,0.1,216.375,-75.6973,3.69795,,-1.36469,-0.000119811,4.19151e-05
576,0.1,216.744,-75.8337,3.69794,,-1.36469,-0.000119399,4.17749e-05
577,0.1,217.114,-75.9702,3.69793,,-1.36468,-0.000118989,4.16353e-05
578,0.1,217.484,-76.1067,3.69792,,-1.36468,-0.000118581,4.14964e-05
579,0.1,217.854,-76.2431,3.69791,,-1.36468,-0.000118175,4.13582e-05
580,0.1,218.224,-76.3796,3.69789,,-1.36467,-0.000117772,4.12207e-05
581,0.1,218.593,-76.5161,3.69788,,-1.36467,-0.00011737,4.10839e-05
582,0.1,218.963,-76.6525,3.69787,,-1.36466,-0.00011697,4.09478e-05
583,0.1,219.333,-76.789,3.69786,,-1.36466,-0.000116573,4.08124e-05
584,0.1,219.703,-76.9255,3.69785,,-1.36466,-0.000116177,4.06776e-05
585,0.1,220.073,-77.0619,3.69784,,-1.36465,-0.000115784,4.05435e-05
586,0.1,220.442,-77.1984,3.69782,,-1.36465,-0.000115392,4.041e-05
587,0.1,220.812,-77.3349,3.69781,,-1.36464,-0.000115003,4.02772e-05
588,0.1,221.182,-77.4713,3.6978,,-1.36464,-0.000114615,4.01451e-05
589,0.1,221.552,-77.6078,3.69779,,-1.36464,-0.000114229,4.00136e-05
590,0.1,221.921,-77.7443,3.69778,,-1.36463,-0.000113846,3.98828e-05
591,0.1,222.291,-77.8807,3.69777,,-1.36463,-0.000113464,3.97526e-05
592,0.1,222.661,-78.0172,3.69776,,-1.36462,-0.000113084,3.9623e-05
593,0.1,223.031,-78.1536,3.69774,,-1.36462,-0.000112706,3.94941e-05
594,0.1,223.401,-78.2901,3.69773,,-1.36462,-0.00011233,3.93658e-05
595,0.1,223.77,-78.4266,3.69772,,-1.36461,-0.000111956,3.92381e-05
596,0.1,224.14,-78.563,3.69771,,-1.36461,-0.000111584,3.9111e-05
597,0.1,224.51,-78.6995,3.6977,,-1.3646,-0.000111213,3.89846e-05
598,0.1,224.88,-78.8359,3.69769,,-1.3646,-0.000110845,3.88587e-05
599,0.1,225.249,-78.9724,3.69768,,-1.3646,-0.000110478,3.87335e-05
600,0.1,225.619,-79.1089,3.69767,,-1.36459,-0.000110113,3.86089e-05
601,0.1,225.989,-79.2453,3.69766,,-1.36459,-0.00010975,3.84849e-05
602,0.1,226.359,-79.3818,3.69764,,-1.36458,-0.000109388,3.83614e-05
603,0.1,226.728,-79.5182,3.69763,,-1.36458,-0.000109029,3.82386e-05
604,0.1,227.098,-79.6547,3.69762,,-1.36458,-0.000108671,3.81164e-05
605,0.1,227.468,-79.7912,3.69761,,-1.36457,-0.000108315,3.79947e-05
606,0.1,227.838,-79.9276,3.6976,,-1.36457,-0.000107961,3.78736e-05
607,0.1,228.208,-80.0641,3.69759,,-1.36457,-0.000107608,3.77531e-05
608,0.1,228.577,-80.2005,3.69758,,-1.36456,-0.000107257,3.76332e-05
609,0.1,228.947,-80.337,3.69757,,-1.36456,-0.000106908,3.75139e-05
610,0.1,229.317,-80.4734,3.69756,,-1.36455,-0.000106561,3.73951e-05
611,0.1,229.687,-80.6099,3.69755,,-1.36455,-0.000106215,3.72768e-05
612,0.1,230.056,-80.7463,3.69754,,-1.36455,-0.000105871,3.71592e-05
613,0.1,230.426,-80.8828,3.69753,,-1.36454,-0.000105529,3.70421e-05
614,0.1,230.796,-81.0193,3.69752,,-1.36454,-0.000105188,3.69255e-05
615,0.1,231.166,-81.1557,3.6975,,-1.36454,-0.000104849,3.68095e-05
616,0.1,231.535,-81.2922,3.69749,,-1.36453,-0.000104512,3.66941e-05
617,0.1,231.905,-81.4286,3.69748,,-1.36453,-0.000104176,3.65791e-05
618,0.1,232.275,-81.5651,3.69747,,-1.36452,-0.000103842,3.64648e-05
619,0.1,232.645,-81.7015,3.69746,,-1.36452,-0.000103509,3.63509e-05
620,0.1,233.014,-81.838,3.69745,,-1.36452,-0.000103178,3.62376e-05
621,0.1,233.384,-81.9744,3.69744,,-1.36451,-0.000102849,3.61248e-05
622,0.1,233.754,-82.1109,3.69743,,-1.36451,-0.000102521,3.60126e-05
623,0.1,234.124,-82.2473,3.69742,,-1.36451,-0.000102195,3.59008e-05
624,0.1,234.493,-82.3838,3.69741,,-1.3645,-0.00010187,3.57896e-05
625,0.1,234.863,-82.5202,3.6974,,-1.3645,-0.000101547,3.56789e-05
626,0.1,235.233,-82.6567,3.69739,,-1.3645,-0.000101225,3.55687e-05
627,0.1,235.602,-82.7931,3.69738,,-1.36449,-0.000100905,3.54591e-05
628,0.1,235.972,-82.9296,3.69737,,-1.36449,-0.000100586,3.53499e-05
629,0.1,236.342,-83.066,3.69736,,-1.36448,-0.000100269,3.52412e-05
630,0.1,236.712,-83.2025,3.69735,,-1.36448,-9.99538e-05,3.51331e-05
631,0.1,237.081,-83.3389,3.69734,,-1.36448,-9.96398e-05,3.50254e-05
632,0.1,237.451,-83.4754,3.69733,,-1.36447,-9.93272e-05,3.49182e-05
633,0.1,237.821,-83.6118,3.69732,,-1.36447,-9.9016e-05,3.48115e-05
634,0.1,238.191,-83.7483,3.69731,,-1.36447,-9.87064e-05,3.47053e-05
635,0.1,238.56,-83.8847,3.6973,,-1.36446,-9.83981e-05,3.45996e-05
636,0.1,238.93,-84.0211,3.69729,,-1.36446,-9.80914e-05,3.44944e-05
637,0.1,239.3,-84.1576,3.69728,,-1.36446,-9.7786e-05,3.43896e-05
638,0.1,239.67,-84.294,3.69727,,-1.36445,-9.74821e-05,3.42854e-05
639,0.1,240.039,-84.4305,3.69726,,-1.36445,-9.71796e-05,3.41816e-05
640,0.1,240.409,-84.5669,3.69725,,-1.36445,-9.68785e-05,3.40782e-05
641,0.1,240.779,-84.7034,3.69724,,-1.36444,-9.65788e-05,3.39754e-05
642,0.1,241.148,-84.8398,3.69723,,-1.36444,-9.62805e-05,3.3873e-05
643,0.1,241.518,-84.9763,3.69722,,-1.36444,-9.59836e-05,3.37711e-05
644,0.1,241.888,-85.1127,3.69721,,-1.36443,-9.5688e-05,3.36696e-05
645,0.1,242.258,-85.2491,3.6972,,-1.36443,-9.53938e-05,3.35686e-05
646,0.1,242.627,-85.3856,3.69719,,-1.36443,-9.5101e-05,3.3468e-05
647,0.1,242.997,-85.522,3.69719,,-1.36442,-9.48095e-05,3.33679e-05
648,0.1,243.367,-85.6585,3.69718,,-1.36442,-9.45193e-05,3.32682e-05
649,0.1,243.736,-85.7949,3.69717,,-1.36442,-9.42305e-05,3.3169e-05
650,0.1,244.106,-85.9314,3.69716,,-1.36441,-9.3943e-05,3.30702e-05
651,0.1,244.476,-86.0678,3.69715,,-1.36441,-9.36568e-05,3.29719e-05
652,0.1,244.846,-86.2042,3.69714,,-1.36441,-9.33719e-05,3.2874e-05
653,0.1,245.215,-86.3407,3.69713,,-1.3644,-9.30884e-05,3.27765e-05
654,0.1,245.585,-86.4771,3.69712,,-1.3644,-9.28061e-05,3.26795e-05
655,0.1,245.955,-86.6136,3.69711,,-1.3644,-9.25251e-05,3.25829e-05
656,0.1,246.324,-86.75,3.6971,,-1.36439,-9.22453e-05,3.24868e-05
657,0.1,246.694,-86.8864,3.69709,,-1.36439,-9.19669e-05,3.2391e-05
658,0.1,247.064,-87.0229,3.69708,,-1.36439,-9.16897e-05,3.22957e-05
659,0.1,247.434,-87.1593,3.69707,,-1.36438,-9.14137e-05,3.22008e-05
660,0.1,247.803,-87.2958,3.69706,,-1.36438,-9.1139e-05,3.21063e-05
661,0.1,248.173,-87.4322,3.69705,,-1.36438,-9.08655e-05,3.20122e-05
